,row_index,piezo_station_department_code,piezo_station_update_date,piezo_station_investigation_depth,piezo_station_department_name,piezo_station_commune_code_insee,piezo_station_pe_label,piezo_station_bdlisa_codes,piezo_station_altitude,piezo_station_bss_code,piezo_station_commune_name,piezo_station_longitude,piezo_station_latitude,piezo_station_bss_id,piezo_bss_code,piezo_measurement_date,piezo_obtention_mode,piezo_status,piezo_qualification,piezo_continuity_code,piezo_continuity_name,piezo_producer_code,piezo_producer_name,piezo_measure_nature_code,piezo_measure_nature_name,meteo_id,meteo_name,meteo_latitude,meteo_longitude,meteo_altitude,meteo_date,meteo_rain_height,meteo_DRR,meteo_temperature_min,meteo_time_tn,meteo_temperature_max,meteo_time_tx,meteo_temperature_avg,meteo_temperature_avg_threshold,meteo_temperature_min_ground,meteo_temperature_min_50cm,meteo_frost_duration,meteo_amplitude_tn_tx,meteo_temperature_avg_tntm,meteo_pressure_avg,meteo_pression_maxi,meteo_wind_speed_avg_10m,meteo_wind_max,meteo_wind_direction_max_inst,meteo_time_wind_max,meteo_wind_avg,meteo_wind_direction_max_avg,meteo_time_wind_avg,meteo_wind_speed_avg_2m,meteo_wind_max_2m,meteo_wind_direction_max_inst_2m,meteo_time_wind_max_2m,meteo_wind_max_3s,meteo_time_wind_max_3s,meteo_humidity_min,meteo_time_humidity_min,meteo_humidity_max,meteo_time_humidity_max,meteo_humidity_duration_below_40%,meteo_humidity_duration_above_80%,meteo__pressure_saturation_avg,meteo_wetting_duration,meteo_humidity_avg,meteo_sunshine_duration,meteo_radiation,meteo_radiation_direct,meteo_sunshine_%,meteo_radiation_IR,meteo_radiation_UV_max,meteo_cloudiness,meteo_cloudiness_height,meteo_if_snow,meteo_if_fog,meteo_if_thunderstorm,meteo_if_sleet,meteo_if_hail,meteo_if_dew,meteo_if_black_ice,meteo_if_snow_ground,meteo_if_frost,meteo_if_smoke,meteo_if_mist,meteo_if_lightning,meteo_evapotranspiration_Monteith,meteo_evapotranspiration_grid,meteo_radiation_UV,meteo_snow_height,meteo_snow_thickness_max,meteo_snow_thickness_6h,distance_piezo_meteo,hydro_station_code,hydro_observation_date_elab,hydro_observation_result_elab,hydro_status_code,hydro_status_label,hydro_method_code,hydro_method_label,hydro_qualification_code,hydro_qualification_label,hydro_longitude,hydro_latitude,hydro_hydro_quantity_elab,distance_piezo_hydro,prelev_structure_code_0,prelev_volume_0,prelev_usage_label_0,prelev_volume_obtention_mode_label_0,prelev_longitude_0,prelev_latitude_0,prelev_commune_code_insee_0,prelev_structure_code_1,prelev_volume_1,prelev_usage_label_1,prelev_volume_obtention_mode_label_1,prelev_longitude_1,prelev_latitude_1,prelev_commune_code_insee_1,prelev_structure_code_2,prelev_volume_2,prelev_usage_label_2,prelev_volume_obtention_mode_label_2,prelev_longitude_2,prelev_latitude_2,prelev_commune_code_insee_2,prelev_other_volume_sum,insee_%_agri,insee_pop_commune,insee_med_living_level,insee_%_ind,insee_%_const,piezo_groundwater_level_category
29,29,02,Fri Jun 28 07:31:38 CEST 2024,67.57,Aisne,02592,PIEZOMETRE DE PARPEVILLE - 02,['121AL01'],133.0,00654X0014/S1,Parpeville,3.57080815229847,49.7976158750901,BSS000EXAN,00654X0014/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2037002,AULNOIS-SS-LAON,3.610333,49.595667,78,2020-01-01,0.2,,-0.6,235.0,1.6,1408.0,0.8,0.5,-2.8,,,2.2,0.5,,,3.1,6.5,120.0,1715.0,4.8,120.0,803.0,,,,,,,85.0,11.0,100.0,1834.0,0.0,1440.0,6.3,,97.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,22.63491933601574,H704102501,2020-01-01,18576.0,16,Donnée validée,12,Interpolation,20,Bonne,3.66518872,49.89443572,QmM,12.716201633249035,OPR0000199722,41041000.0,CANAUX,Volume forfaitaire,3.53115752332104,49.87846763690686,2376.0,OPR0000041107,14630000.0,CANAUX,Volume forfaitaire,3.586560322260586,49.93318355666909,2757.0,OPR0000199721,14630000.0,CANAUX,Volume forfaitaire,3.6199118265114585,49.9291383805648,2422.0,16269885.0,18.2,192.0,21550,0,18.2,Low
30,30,02,Fri Jun 28 07:31:38 CEST 2024,28.2,Aisne,02350,PIEZOMETRE DE GOUDELANCOURT-LES-PIERREPONT - 02,['121AL01'],102.0,00843X0024/S1,Goudelancourt-lès-Pierrepont,3.85408613317658,49.6691134486842,BSS000FWXT,00843X0024/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2346001,GIZY,3.781,49.599833,75,2020-01-01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33003551856966,H715301202,2020-01-01,3776.0,16,Donnée validée,12,Interpolation,20,Bonne,3.710233237,49.689909872,QmJ,10.60540301805919,OPR0000036357,352634.0,EAU POTABLE,Mesure directe,3.687117101395784,49.57512705274958,2028.0,OPR0000039232,307980.0,IRRIGATION,Mesure directe,3.7848415291508384,49.62704215766369,2486.0,OPR0000034498,271317.0,EAU POTABLE,Mesure directe,3.9635675821419136,49.76651551594331,2116.0,10611661.0,0,139.0,20470,0,0,Average
31,31,02,Fri Jun 28 07:31:38 CEST 2024,15.75,Aisne,02225,PIEZOMETRE DE COURCHAMPS - 02,['113AK03'],153.0,01561X0044/S1,Courchamps,3.26419706444467,49.112563829187,BSS000LQLC,01561X0044/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2585001,PARCY-ET-TIGNY,3.331,49.280167,148,2020-01-01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.258388187808645,H552201001,2020-01-01,2478.0,16,Donnée validée,12,Interpolation,20,Bonne,3.249307198,49.194286799,QmJ,9.151472294443105,OPR0000041101,96394000.0,CANAUX,Mesure directe,3.0793659293030338,49.13728457502251,60380.0,OPR0000041101,42761879.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.0793659293030338,49.13728457502251,60380.0,OPR0000199440,11847000.0,CANAUX,Mesure directe,3.094406270519774,49.1118653123466,2512.0,23271185.0,0,83.0,N/A - résultat non disponible,0,0,Low
32,32,02,Fri Jun 28 07:31:38 CEST 2024,26.1,Aisne,02013,PIEZOMETRE DE AMIFONTAINE - 02,['121AM01'],86.0,01074X0006/S1,Amifontaine,3.9190364988278,49.4880323712711,BSS000HJFB,01074X0006/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2705001,NIZY-LE-COMTE,4.0365,49.566,90,2020-01-01,0.2,,-1.2,1845.0,1.2,625.0,0.5,0.0,,,366.0,2.4,0.0,,,4.0,9.2,120.0,946.0,6.7,130.0,955.0,,,,,8.7,946.0,94.0,1.0,100.0,1723.0,0.0,1440.0,6.2,,99.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,12.125928451911747,H632101101,2020-01-01,86443.0,16,Donnée validée,12,Interpolation,20,Bonne,3.900402917,49.401050557,QmJ,9.765304837848808,OPR0000041111,79063600.0,CANAUX,Volume forfaitaire,3.915208515662956,49.40331251456945,2073.0,OPR0000199720,13234760.0,CANAUX,Volume forfaitaire,4.123013461002554,49.482399210222006,8024.0,OPR0000586004,908563.0,EAU POTABLE,Mesure directe,4.0711724293568246,49.46539039428558,8039.0,16199341.0,11.6,387.0,23230,0,26.1,Average
33,33,02,Wed Jan 24 21:13:50 CET 2024,175.0,Aisne,02096,PIEZOMETRE DE BOIS-LES-PARGNY - 02,['121AL01'],137.0,00665X0016/S1,Bois-lès-Pargny,3.65682068716626,49.7380664175975,BSS000EYPE,00665X0016/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2037002,AULNOIS-SS-LAON,3.610333,49.595667,78,2020-01-01,0.2,,-0.6,235.0,1.6,1408.0,0.8,0.5,-2.8,,,2.2,0.5,,,3.1,6.5,120.0,1715.0,4.8,120.0,803.0,,,,,,,85.0,11.0,100.0,1834.0,0.0,1440.0,6.3,,97.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,16.183692932646853,H714201001,2020-01-01,8967.0,16,Donnée validée,12,Interpolation,20,Bonne,3.666935677,49.684637538,QmJ,5.985372520592994,OPR0000199722,41041000.0,CANAUX,Volume forfaitaire,3.53115752332104,49.87846763690686,2376.0,OPR0000041107,14630000.0,CANAUX,Volume forfaitaire,3.586560322260586,49.93318355666909,2757.0,OPR0000199721,14630000.0,CANAUX,Volume forfaitaire,3.6199118265114585,49.9291383805648,2422.0,19726336.0,0,191.0,23420,0,40,Average
34,34,02,Thu Jan 25 05:13:11 CET 2024,14.4,Aisne,02408,PIEZOMETRE DE LAON - 02,['121AL01'],82.2,00845X0036/S1,Laon,3.60072883856108,49.5722749425598,BSS000FXJH,00845X0036/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2037002,AULNOIS-SS-LAON,3.610333,49.595667,78,2020-01-01,0.2,,-0.6,235.0,1.6,1408.0,0.8,0.5,-2.8,,,2.2,0.5,,,3.1,6.5,120.0,1715.0,4.8,120.0,803.0,,,,,,,85.0,11.0,100.0,1834.0,0.0,1440.0,6.3,,97.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.6916524522330745,H730202001,2020-01-01,442.0,16,Donnée validée,12,Interpolation,20,Bonne,3.543677209,49.48136654,QmJ,10.915064819412938,OPR0000041049,3356080000.0,EAU TURBINEE (barrage),Mesure directe,3.6419455980054143,49.398985546015744,2106.0,OPR0000041108,36786750.0,CANAUX,Volume forfaitaire,3.5528600234201453,49.46921037888129,2490.0,OPR0000585952,1510495.0,EAU POTABLE,Mesure directe,3.612316891080821,49.5711487386468,2408.0,12923657.0,0.1,24021.0,18000,5.4,3.5,Low
35,35,02,Fri Jun 28 07:31:38 CEST 2024,27.87,Aisne,02779,PIEZOMETRE DE VENEROLLES,['121AL01'],147.0,00501X0017/S1,Vénérolles,3.63287636218181,49.9881532839873,BSS000EGAT,00501X0017/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),0,Inconnue,59604001,TROISVILLES,3.463667,50.098,125,2020-01-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1813448123174,H705343001,2020-01-01,575.0,16,Donnée validée,12,Interpolation,20,Bonne,3.659119904,49.957416497,QmM,3.899180053965302,OPR0000041106,41041000.0,CANAUX,Volume forfaitaire,3.6803079652053374,50.00219785164117,2298.0,OPR0000199722,41041000.0,CANAUX,Volume forfaitaire,3.53115752332104,49.87846763690686,2376.0,OPR0000041107,14630000.0,CANAUX,Volume forfaitaire,3.586560322260586,49.93318355666909,2757.0,34844278.0,2.1,221.0,18840,83,6.4,Very Low
36,36,02,Fri Jun 28 07:31:38 CEST 2024,55.48,Aisne,02100,BONY-00484X0018,['121BB01'],135.0,00484X0018/S1,Bony,3.22287973577719,49.9878800094647,BSS000EDHP,00484X0018/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),0,Inconnue,2320001,ST QUENTIN,3.206,49.818333,98,2020-01-01,0.0,138.0,-0.8,638.0,1.6,1234.0,0.8,0.4,-4.2,-2.6,112.0,2.4,0.4,1031.6,1029.7,,,,,,,,,,,,,,87.0,1.0,98.0,1209.0,0.0,1440.0,6.2,,96.0,0.0,117.0,,0.0,,,,,0.0,1.0,,,,,,,1.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,18.89148691570796,E635142002,2020-01-01,1933.0,16,Donnée validée,12,Interpolation,20,Bonne,3.084837078,49.750275028,QmM,28.21205100473928,OPR0000042443,93847737.0,CANAUX,Mesure directe,3.199339299376605,50.04060996293265,59312.0,OPR0000042865,3330462.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.0513971989842306,49.856883691216574,80555.0,OPR0000041823,3065390.0,EAU POTABLE,Mesure directe,3.2852946448369336,49.8474759039312,2691.0,18058594.0,21.4,139.0,19850,0,0,Very Low
37,37,02,Fri Jun 28 07:31:38 CEST 2024,65.15,Aisne,02293,PIEZOMETRE DE ETAVES-ET-BOCQUIAUX - 02,['121BB01'],150.0,00497X0018/S1,Étaves-et-Bocquiaux,3.45199559223322,49.9379930827255,BSS000EFUM,00497X0018/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),0,Inconnue,59604001,TROISVILLES,3.463667,50.098,125,2020-01-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.811488796722475,H705343001,2020-01-01,575.0,16,Donnée validée,12,Interpolation,20,Bonne,3.659119904,49.957416497,QmM,14.976792419391243,OPR0000199722,41041000.0,CANAUX,Volume forfaitaire,3.53115752332104,49.87846763690686,2376.0,OPR0000041107,14630000.0,CANAUX,Volume forfaitaire,3.586560322260586,49.93318355666909,2757.0,OPR0000199721,14630000.0,CANAUX,Volume forfaitaire,3.6199118265114585,49.9291383805648,2422.0,17042571.0,5,548.0,21120,15,30,Average
38,38,02,Fri Jun 28 07:31:38 CEST 2024,29.3,Aisne,02822,PIEZOMETRE DE VIVIERES - 02,['113AQ35'],138.0,01293X0048/S1,Vivières,3.09996913073343,49.301008549239,BSS000JZRW,01293X0048/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,60260001,FRESNOY-LA-RIVIERE,2.918333,49.284833,61,2020-01-01,0.6,,-4.4,347.0,3.3,551.0,0.8,-0.55,,,442.0,7.7,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,13.294562488125084,H751303001,2020-01-01,100.0,16,Donnée validée,12,Interpolation,20,Bonne,3.0338453,49.24168404,QmJ,8.156606722866098,OPR0000041101,96394000.0,CANAUX,Mesure directe,3.0793659293030338,49.13728457502251,60380.0,OPR0000041101,42761879.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.0793659293030338,49.13728457502251,60380.0,OPR0000199440,11847000.0,CANAUX,Mesure directe,3.094406270519774,49.1118653123466,2512.0,21515916.0,16.7,403.0,25300,0,12.5,Very Low
39,39,02,Fri Jun 28 07:31:38 CEST 2024,29.6,Aisne,02641,PIEZOMETRE DE RENNEVAL - 02,['121AL30'],188.0,00675X0019/S1,Renneval,4.04593347190513,49.7422074720254,BSS000EZQH,00675X0019/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2705001,NIZY-LE-COMTE,4.0365,49.566,90,2020-01-01,0.2,,-1.2,1845.0,1.2,625.0,0.5,0.0,,,366.0,2.4,0.0,,,4.0,9.2,120.0,946.0,6.7,130.0,955.0,,,,,8.7,946.0,94.0,1.0,100.0,1723.0,0.0,1440.0,6.2,,99.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,19.60514181161081,H710202001,2020-01-01,2377.0,16,Donnée validée,12,Interpolation,20,Bonne,4.014892934,49.698327419,QmM,5.365309849384819,OPR0000034438,433055.0,EAU POTABLE,Mesure directe,4.012352446568868,49.88450052110964,2574.0,OPR0000612762,380819.0,EAU POTABLE,Mesure directe,4.012352446568868,49.88450052110964,2574.0,OPR0000034451,301809.0,EAU POTABLE,Mesure directe,4.18596930541748,49.82562007201732,2031.0,5549778.0,80,119.0,16180,0,0,Low
40,40,02,Fri Jun 28 07:31:38 CEST 2024,16.6,Aisne,02319,PIEZOMETRE DE FONSOMMES - 02,['121BB01'],98.0,00496X0019/S1,Fonsomme,3.40215657860893,49.9006816966691,BSS000EFRF,00496X0019/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),0,Inconnue,59604001,TROISVILLES,3.463667,50.098,125,2020-01-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.37694277450588,H716201001,2020-01-01,19594.0,16,Donnée validée,12,Interpolation,20,Bonne,3.483904746,49.692260143,QmM,23.90667056999029,OPR0000199722,41041000.0,CANAUX,Volume forfaitaire,3.53115752332104,49.87846763690686,2376.0,OPR0000041107,14630000.0,CANAUX,Volume forfaitaire,3.586560322260586,49.93318355666909,2757.0,OPR0000199721,14630000.0,CANAUX,Volume forfaitaire,3.6199118265114585,49.9291383805648,2422.0,17729028.0,13.3,503.0,20590,0,13.3,Low
41,41,02,Fri Jun 28 07:31:38 CEST 2024,17.29,Aisne,02381,PIEZOMETRE DE HIRSON - 02,['139AM01'],200.0,00516X0059/S1,Hirson,4.09999300873416,49.90650999347,BSS000EJEJ,00516X0059/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2381001,HIRSON,4.077167,49.922,165,2020-01-01,0.2,,-1.6,2013.0,2.1,1304.0,1.5,0.25,,,0.0,3.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.374432348324281,H702101001,2020-01-01,7603.0,16,Donnée validée,12,Interpolation,20,Bonne,4.078194486,49.924151434,QmJ,2.506806276439607,OPR0000042957,2055821.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,4.17374718546666,50.058107517704336,59633.0,OPR0000041877,1756845.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,4.076879616648704,50.05160543161604,59261.0,OPR0000041865,719791.0,EAU POTABLE,Mesure directe,4.014863777785561,50.04748181715432,59229.0,3415549.0,0.7,8662.0,16460,17.5,0.7,Low
42,42,02,Wed Feb 28 06:04:01 CET 2024,20.0,Aisne,02061,BECQUIGNY-00493X0346,['121BD01'],147.0,00493X0346/PZ1,Becquigny,3.46972718674381,50.0166981929344,BSS000EFDF,00493X0346/PZ1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),0,Inconnue,59604001,TROISVILLES,3.463667,50.098,125,2020-01-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0506945519735,H705343001,2020-01-01,575.0,16,Donnée validée,12,Interpolation,20,Bonne,3.659119904,49.957416497,QmM,15.059726133349686,OPR0000041106,41041000.0,CANAUX,Volume forfaitaire,3.6803079652053374,50.00219785164117,2298.0,OPR0000199722,41041000.0,CANAUX,Volume forfaitaire,3.53115752332104,49.87846763690686,2376.0,OPR0000041107,14630000.0,CANAUX,Volume forfaitaire,3.586560322260586,49.93318355666909,2757.0,35049904.0,0,258.0,19290,0,0,High
43,43,02,Fri Jun 28 07:31:38 CEST 2024,86.5,Aisne,02356,PIEZOMETRE DE GRIZOLLES,['113AO01'],173.0,01562X0212/PZL2,Grisolles,3.36865524470625,49.1286002220477,BSS000LRAC,01562X0212/PZL2,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2094001,BLESMES,3.462667,49.009667,222,2020-01-01,0.4,,-0.9,623.0,2.4,545.0,0.4,0.75,,,483.0,3.3,0.8,,,3.5,6.6,130.0,1812.0,5.3,130.0,1633.0,,,,,6.4,1812.0,91.0,122.0,99.0,655.0,0.0,1440.0,6.2,,98.0,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,14.89291144170156,H552201001,2020-01-01,2478.0,16,Donnée validée,12,Interpolation,20,Bonne,3.249307198,49.194286799,QmJ,11.342854441784318,OPR0000585997,1740154.0,EAU POTABLE,Mesure directe,3.388086749691936,48.9857063056223,2186.0,OPR0000034482,647567.0,EAU POTABLE,Mesure directe,3.3829900096788315,49.05567624623704,2168.0,OPR0000034472,288575.0,EAU POTABLE,Mesure directe,3.512279178624861,48.95780808665168,2518.0,5145495.0,0,233.0,20880,50.7,14.5,Average
44,44,02,Fri Jun 28 07:31:38 CEST 2024,19.7,Aisne,02279,PIEZOMETRE DE EPAUX BEZU ,['113AK03'],175.0,01562X0208/PZL4,Épaux-Bézu,3.35042699420218,49.1235798180079,BSS000LQZY,01562X0208/PZL4,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2585001,PARCY-ET-TIGNY,3.331,49.280167,148,2020-01-01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.468815146348856,H552201001,2020-01-01,2478.0,16,Donnée validée,12,Interpolation,20,Bonne,3.249307198,49.194286799,QmJ,10.764947518576214,OPR0000585997,1740154.0,EAU POTABLE,Mesure directe,3.388086749691936,48.9857063056223,2186.0,OPR0000034482,647567.0,EAU POTABLE,Mesure directe,3.3829900096788315,49.05567624623704,2168.0,OPR0000036526,287130.0,EAU POTABLE,Mesure directe,3.315726612936324,48.90494100240998,77228.0,5991466.0,1.6,544.0,24860,7.1,11.9,High
45,45,02,Wed Jan 24 23:24:19 CET 2024,7.15,Aisne,02131,PIEZOMETRE DE BUCY-LE-LONG -02,['924AE07'],45.0,01067X0362/BL7,Bucy-le-Long,3.413298,49.376989,BSS000HGZW,01067X0362/BL7,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2585001,PARCY-ET-TIGNY,3.331,49.280167,148,2020-01-01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.307644922464313,H650102001,2020-01-01,83098.0,16,Donnée validée,12,Interpolation,20,Bonne,3.329727656,49.387004436,QmM,6.151252542197413,OPR0000041108,36786750.0,CANAUX,Volume forfaitaire,3.5528600234201453,49.46921037888129,2490.0,OPR0000199723,36786750.0,CANAUX,Volume forfaitaire,3.284016962517774,49.51232640135025,2363.0,OPR0000040190,2896052.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.408214215035747,49.369780080303535,2780.0,13116975.0,0.4,1882.0,23900,54.4,9.2,High
46,46,02,Fri Jun 28 07:31:38 CEST 2024,73.5,Aisne,02657,PIEZOMETRE DE ROUGERIES - 02,['127AA99'],104.2,00663X0124/F_2008,Rougeries,3.78616262834109,49.7953534508072,BSS000EYGR,00663X0124/F_2008,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2321002,FONTAINE-LES-VV,3.877833,49.837333,186,2020-01-01,0.0,,-0.1,1711.0,1.1,541.0,0.6,0.5,,,294.0,1.2,0.5,,,4.2,10.9,160.0,711.0,7.0,170.0,714.0,,,,,10.4,711.0,88.0,4.0,100.0,1544.0,0.0,1440.0,6.3,,99.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,8.065219892709619,H715301202,2020-01-01,3776.0,16,Donnée validée,12,Interpolation,20,Bonne,3.710233237,49.689909872,QmJ,12.932089424525048,OPR0000199721,14630000.0,CANAUX,Volume forfaitaire,3.6199118265114585,49.9291383805648,2422.0,OPR0000034499,1888922.0,EAU POTABLE,Mesure directe,3.8056258415177218,49.92508082607891,2276.0,OPR0000039232,307980.0,IRRIGATION,Mesure directe,3.7848415291508384,49.62704215766369,2486.0,6483825.0,0,218.0,19800,0,0,Average
47,47,02,Fri Jun 28 07:31:38 CEST 2024,34.63,Aisne,02756,PIEZOMETRE DE URVILLERS - 02,['121BB01'],111.5,00651X0092/F,Urvillers,3.31173896059077,49.7925629616709,BSS000EWHZ,00651X0092/F,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),0,Inconnue,2320001,ST QUENTIN,3.206,49.818333,98,2020-01-01,0.0,138.0,-0.8,638.0,1.6,1234.0,0.8,0.4,-4.2,-2.6,112.0,2.4,0.4,1031.6,1029.7,,,,,,,,,,,,,,87.0,1.0,98.0,1209.0,0.0,1440.0,6.2,,96.0,0.0,117.0,,0.0,,,,,0.0,1.0,,,,,,,1.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,8.111219384467642,H720101001,2020-01-01,41811.0,16,Donnée validée,12,Interpolation,20,Bonne,3.280962989,49.625003278,QmM,18.7627510509999,OPR0000041112,52082800.0,CANAUX,Volume forfaitaire,3.226888154576612,49.60626942431485,2173.0,OPR0000041823,3065390.0,EAU POTABLE,Mesure directe,3.2852946448369336,49.8474759039312,2691.0,OPR0000040188,2993688.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.482838270879989,49.83626442261478,2575.0,17908395.0,0,688.0,25260,46.4,9.2,Low
48,48,02,Fri Jun 28 07:31:38 CEST 2024,58.0,Aisne,02481,PIEZOMETRE DE MESNIL-SAINT-LAURENT - 02,['121BB01'],121.0,00652X0007/F,Mesnil-Saint-Laurent,3.36476452880171,49.831430932855,BSS000EWQJ,00652X0007/F,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),0,Inconnue,2320001,ST QUENTIN,3.206,49.818333,98,2020-01-01,0.0,138.0,-0.8,638.0,1.6,1234.0,0.8,0.4,-4.2,-2.6,112.0,2.4,0.4,1031.6,1029.7,,,,,,,,,,,,,,87.0,1.0,98.0,1209.0,0.0,1440.0,6.2,,96.0,0.0,117.0,,0.0,,,,,0.0,1.0,,,,,,,1.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,11.481675016518532,H716201001,2020-01-01,19594.0,16,Donnée validée,12,Interpolation,20,Bonne,3.483904746,49.692260143,QmM,17.683636050160064,OPR0000199722,41041000.0,CANAUX,Volume forfaitaire,3.53115752332104,49.87846763690686,2376.0,OPR0000041823,3065390.0,EAU POTABLE,Mesure directe,3.2852946448369336,49.8474759039312,2691.0,OPR0000040188,2993688.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.482838270879989,49.83626442261478,2575.0,13570212.0,26.1,465.0,30400,0,13,Very Low
